   0.13477,  -0.61263,   0.47653,  -0.36665,  -0.80013,  -0.51164,   0.00070,  -0.21091,  -0.51794,  -0.09575,  -0.46005,  -0.52539,  -0.22555,   0.87843,   0.72029,  -0.69655,  -0.34287,   0.70288,  -0.16910,  -0.30932,   0.71119,   0.72545,  -0.45817,   0.70483,  -0.66630,  -0.49606,  -0.44790,   0.46126,  -0.35397,  -0.11075,   0.32171,   0.36466,   0.50957,   0.25456,  -0.01510,  -0.25320,   0.09856,  -0.07987,  -0.39377,  -0.58252,   0.79961,   0.66734,  -0.16199,  -0.41969,  -0.36252,   0.59896,  -0.41073,   0.80723,  -0.28114,  -0.39422,   0.72662,  -0.35192,   0.58903,  -0.54473,   0.33175,  -0.54162,  -0.57798,  -0.34816,  -0.35088,   0.64361,  -0.52304,  -0.29024,  -0.40089,   0.83691,  -0.26927,  -0.35389,  -0.13331,  -0.52681,  -0.43373,  -0.49744,  -0.26567,  -0.66998,   0.11735,  -0.51217,   0.49700,  -0.17335,   0.67996,   0.70425,  -0.05257,  -0.37598,   0.16020,  -0.00827,   0.33697,  -0.58303,   0.52635,  -0.06041,   0.84721,   0.25437,   0.49580,   0.34401,  -0.23054,   0.84240,  -0.13618,   0.74476,  -0.47199,   0.25656,  -0.20031,   0.14672,   0.65677,  -0.68489,   0.27377,   0.08632,   0.07341,  -0.55038,  -0.31264,   0.52957,  -0.54540,   0.01407,  -0.59963,  -0.23163,  -0.38680,  -0.47395,  -0.43206,  -0.68451,  -0.37602,  -0.37946,   0.78768,   0.01871,  -0.72085,   0.60931,   0.79042,  -0.23919,  -0.60300,   0.33575,  -0.14317,   0.77382,   0.87271,   0.65579
   0.16345,  -0.68780,   0.09572,  -0.08909,   0.49333,  -0.37559,  -0.72141,  -0.40950,  -0.37555,  -0.23635,  -0.52006,  -0.55406,  -0.58027,   0.74273,  -0.58896,  -0.14332,   0.93750,  -0.50663,  -0.39537,  -0.31866,   0.91668,   0.84285,   0.40259,  -0.67346,  -0.73603,   0.43444,  -0.54369,   0.38463,  -0.81961,   0.20969,   0.40561,   0.68805,   0.68616,   0.63224,  -0.22308,   0.15971,   0.85320,  -0.40554,   0.93750,  -0.50625,   0.74091,   0.68214,  -0.42257,   0.46896,   0.85075,   0.71143,   0.93458,  -0.28193,  -0.48164,   0.33970,   0.70712,  -0.56144,  -0.30885,  -0.78970,  -0.26904,   0.40691,   0.83304,  -0.26266,  -0.02941,   0.16180,   0.06466,  -0.23713,  -0.21846,  -0.18894,  -0.46514,  -0.27103,  -0.45314,  -0.47287,  -0.80518,   0.90375,  -0.58595,  -0.20645,  -0.73637,  -0.40104,   0.85568,   0.16127,  -0.47635,  -0.25790,   0.79277,  -0.47332,  -0.60713,  -0.15507,   0.57126,  -0.45902,  -0.78754,   0.09234,   0.09388,  -0.15882,   0.41514,  -0.00161,   0.93750,   0.74763,  -0.36693,   0.74322,  -0.47637,   0.40033,   0.73832,   0.86955,  -0.45644,  -0.14592,   0.07655,   0.42635,   0.18841,   0.91025,   0.53639,   0.56482,  -0.38229,  -0.62591,  -0.21040,  -0.17489,   0.93750,  -0.65717,  -0.45003,  -0.70316,  -0.08515,  -0.54884,   0.48831,   0.04146,   0.38395,  -0.69249,  -0.29666,  -0.55991,   0.18902,  -0.08761,   0.33973,   0.63305,   0.62872,   0.15574
   0.73213,  -0.36097,  -0.24440,   0.27876,   0.83268,   0.55947,  -0.44062,   0.48789,  -0.74190,  -0.75214,   0.02679,  -0.15404,  -0.63693,  -0.36857,  -0.49334,  -0.63959,   0.91605,  -0.22651,   0.76132,  -0.22815,   0.24461,   0.87600,   0.49927,   0.47488,  -0.50221,   0.82061,   0.88001,   0.44956,  -0.05962,   0.55660,   0.62564,   0.87500,   0.22807,  -0.42692,  -0.51650,   0.24246,   0.71078,   0.43525,   0.24070,   0.28531,  -0.37606,   0.80485,  -0.19790,  -0.48507,   0.70683,   0.38857,   0.58293,  -0.27115,  -0.55603,   0.23399,   0.63982,  -0.45946,   0.76295,   0.78678,  -0.38202,  -0.58063,   0.20551,  -0.37528,  -0.45036,  -0.46364,  -0.10298,   0.14918,  -0.41989,  -0.21311,  -0.56316,   0.29282,  -0.45666,   0.13708,   0.77745,   0.47922,   0.56580,  -0.48996,  -0.46817,  -0.57381,   0.18594,   0.67341,  -0.12503,  -0.35817,   0.38667,   0.39440,   0.47465,  -0.59120,  -0.38071,  -0.29143,  -0.78903,  -0.17265,   0.23457,  -0.39131,   0.72462,  -0.66813,  -0.44937,   0.57737,  -0.34616,  -0.06782,   0.78487,  -0.19478,   0.33503,   0.80667,  -0.03854,  -0.22301,   0.25283,  -0.56701,  -0.59733,  -0.18861,  -0.28662,  -0.12857,  -0.31536,   0.49112,   0.50346,  -0.58635,  -0.64659,   0.38715,  -0.47520,  -0.41772,   0.04923,  -0.39688,  -0.00070,  -0.41813,  -0.08881,   0.53114,  -0.46232,   0.35580,  -0.09128,   0.50809,  -0.31002,   0.52483,   0.10671,  -0.08134
  -0.30515,   0.38949,   0.25312,   0.06676,   0.54648,  -0.65839,   0.85075,   0.28459,  -0.24772,   0.06086,  -0.27213,   0.15403,  -0.41975,   0.00287,   0.49982,  -0.57088,  -0.32788,   0.07523,  -0.34300,  -0.63426,  -0.41391,  -0.64000,  -0.41565,  -0.18626,  -0.18612,  -0.38462,   0.12438,   0.88164,   0.64390,  -0.73195,   0.87274,  -0.17867,  -0.59211,   0.87518,  -0.52363,   0.09586,   0.81846,  -0.66634,  -0.32156,   0.44368,  -0.60301,   0.31472,  -0.33964,  -0.59606,   0.68794,   0.88419,   0.02343,   0.92104,   0.55080,  -0.08987,  -0.70644,  -0.46219,   0.93700,  -0.63775,  -0.39488,  -0.67703,  -0.28607,  -0.13798,  -0.10230,  -0.30967,   0.60198,   0.36225,  -0.17783,   0.25494,  -0.49322,   0.10143,   0.12715,  -0.68841,  -0.08014,  -0.43686,  -0.41663,   0.87021,  -0.00516,  -0.77773,  -0.39130,   0.73397,   0.64853,   0.53692,  -0.47381,  -0.33204,  -0.39021,  -0.60455,   0.70372,  -0.03976,   0.87949,   0.30451,   0.49996,   0.21772,   0.74456,  -0.53359,  -0.24887,  -0.28026,   0.04717,   0.19381,   0.50695,  -0.07077,  -0.40436,  -0.46108,  -0.16089,   0.80128,   0.82728,  -0.61621,  -0.51895,  -0.48675,   0.16106,   0.59736,  -0.43710,   0.70756,   0.64947,  -0.20936,   0.91991,   0.80364,  -0.27186,  -0.06727,  -0.57927,  -0.43577,   0.75017,  -0.45754,  -0.32272,   0.75305,   0.30446,   0.64128,   0.90677,  -0.11855,  -0.53886,  -0.10121,  -0.23143,   0.61700
  -0.51210,  -0.44014,  -0.24633,  -0.28883,  -0.51870,  -0.46283,  -0.38594,   0.00335,   0.46682,  -0.23367,  -0.59250,   0.80701,   0.93750,  -0.44506,  -0.34062,  -0.38729,  -0.57601,  -0.00947,  -0.34327,  -0.23978,  -0.77914,  -0.57801,  -0.29929,  -0.17710,   0.59904,   0.89396,   0.56572,  -0.41898,  -0.14439,   0.48097,  -0.68947,  -0.60753,  -0.44623,   0.81798,  -0.08262,   0.36042,  -0.50567,  -0.69156,   0.66777,  -0.51031,   0.66804,   0.72984,  -0.01239,   0.93750,  -0.20628,   0.29446,   0.43529,  -0.92211,   0.82486,   0.70488,  -0.80240,   0.87517,  -0.91729,  -0.66772,  -0.71666,   0.84651,   0.08002,   0.07076,   0.52558,  -0.62785,  -0.52829,  -0.06621,   0.01846,   0.93750,   0.72280,   0.00721,   0.57752,   0.85420,  -0.42168,   0.50218,  -0.59395,   0.85921,  -0.24397,   0.02533,  -0.76622,  -0.67784,   0.85850,  -0.48582,   0.76531,  -0.69580,  -0.33457,   0.11256,  -0.36409,  -0.48453,  -0.09801,   0.25078,  -0.49918,   0.32091,  -0.55475,   0.83295,   0.68208,   0.18286,   0.69066,  -0.60278,  -0.12399,   0.35219,  -0.08235,   0.00426,  -0.62864,  -0.38037,  -0.52641,  -0.59200,   0.75466,   0.80311,   0.07013,  -0.18400,  -0.11970,   0.79695,   0.73311,   0.83235,   0.80606,  -0.50819,   0.04664,   0.60350,  -0.19242,  -0.76221,  -0.87000,  -0.36570,   0.80586,   0.80733,  -0.51403,   0.71716,   0.16396,  -0.07415,  -0.39311,  -0.78648,  -0.45083,   0.67585
   0.13608,  -0.14318,  -0.35519,  -0.63855,  -0.82600,   0.42976,   0.38748,  -0.41887,   0.82509,  -0.42407,   0.32354,  -0.44645,  -0.43231,   0.85880,  -0.24215,  -0.62285,   0.08487,  -0.47753,   0.79146,  -0.03410,   0.91937,   0.43937,  -0.29367,   0.21155,  -0.22364,  -0.14492,   0.64435,  -0.19513,   0.73697,  -0.28476,   0.72058,   0.07633,   0.62499,  -0.36362,  -0.19981,   0.75670,   0.14159,   0.93750,   0.51890,   0.54232,  -0.10119,   0.53297,  -0.35684,   0.90929,  -0.52567,  -0.34411,   0.43283,  -0.54137,  -0.76795,   0.64230,   0.31056,   0.58368,  -0.48152,   0.58773,   0.23573,   0.70115,  -0.40572,  -0.34134,   0.72149,  -0.39616,  -0.72257,   0.50746,  -0.02654,  -0.14281,  -0.85244,   0.49006,   0.69003,  -0.19855,   0.77159,  -0.40594,   0.47971,  -0.49141,  -0.28977,   0.26253,  -0.61056,   0.47878,  -0.12301,  -0.31388,   0.81132,   0.42756,   0.69830,  -0.27936,   0.82092,   0.35517,   0.88888,   0.50471,  -0.52512,  -0.39674,  -0.63535,   0.93750,  -0.39057,   0.16761,   0.46042,  -0.16092,   0.04686,   0.62348,   0.30897,  -0.00167,  -0.20054,   0.30642,  -0.11551,  -0.42895,   0.56519,  -0.48302,   0.63772,   0.19233,   0.18940,   0.54328,   0.39119,   0.44059,  -0.19063,   0.77738,  -0.33912,  -0.49622,  -0.47874,  -0.55052,  -0.15465,  -0.64656,   0.51916,   0.75724,   0.23318,   0.18546,  -0.17417,   0.57244,  -0.47366,   0.59705,   0.13361,  -0.69112
  -0.17417,  -0.29258,   0.47188,  -0.18698,   0.72178,  -0.41979,   0.67602,  -0.07396,  -0.34207,  -0.18508,  -0.25356,  -0.23411,  -0.34411,  -0.41340,   0.62450,  -0.39378,   0.53814,   0.32625,   0.03215,  -0.01776,  -0.27052,  -0.54520,   0.64817,   0.91290,  -0.13579,  -0.29502,   0.76369,   0.64754,  -0.12406,   0.79763,   0.59395,  -0.62523,   0.10794,  -0.64023,  -0.58561,  -0.28145,   0.45945,   0.24892,  -0.03347,   0.78204,  -0.50481,  -0.25843,  -0.03213,  -0.69922,   0.57197,  -0.11818,  -0.21784,   0.77722,  -0.11171,  -0.60826,   0.02085,  -0.26044,   0.36017,   0.76027,  -0.32311,  -0.13420,   0.34796,  -0.29876,   0.26289,  -0.23448,  -0.34561,   0.57825,  -0.27788,  -0.15337,  -0.48858,   0.54565,   0.20567,   0.63037,   0.66232,  -0.39067,   0.68076,  -0.31174,  -0.24648,  -0.59010,   0.28567,   0.33848,  -0.10490,   0.13384,  -0.34221,  -0.04281,   0.93750,  -0.30718,  -0.65482,  -0.25684,  -0.49857,   0.07281,   0.43648,  -0.49087,  -0.23289,  -0.44728,  -0.17782,  -0.46143,   0.73348,   0.40361,   0.09994,   0.14616,  -0.59425,   0.46285,   0.25547,   0.88031,   0.23207,  -0.69963,  -0.27900,  -0.25562,  -0.34856,   0.74562,  -0.58771,   0.91474,  -0.20435,  -0.40499,  -0.56701,   0.57966,  -0.39996,  -0.76760,  -0.65113,  -0.39997,   0.23813,  -0.26121,   0.82707,   0.02140,  -0.28692,  -0.09172,  -0.00555,   0.73228,  -0.28619,  -0.00366,  -0.58058,   0.02416
  -0.37548,  -0.48271,  -0.48025,  -0.90070,  -0.40140,  -0.48909,   0.69747,   0.55770,   0.63130,  -0.16134,   0.78673,   0.71517,   0.53870,  -0.49274,   0.06683,  -0.13134,   0.14019,   0.93039,   0.39223,   0.08913,  -0.41352,  -0.76549,  -0.17744,   0.62272,  -0.00372,  -0.34911,  -0.26386,  -0.38642,  -0.33034,   0.69662,  -0.52211,  -0.47293,  -0.62794,  -0.54302,  -0.19597,   0.66496,  -0.68759,  -0.40496,  -0.21903,  -0.39363,  -0.07046,  -0.54973,   0.36832,  -0.29863,  -0.29374,  -0.29608,   0.16276,  -0.43992,  -0.82776,  -0.47989,  -0.42280,   0.28301,  -0.31997,   0.10091,  -0.43665,  -0.23082,  -0.44002,  -0.34481,   0.32178,  -0.61032,  -0.71027,   0.81001,  -0.27878,   0.58012,  -0.31300,   0.72609,   0.65533,   0.87133,   0.93750,  -0.32513,  -0.06898,   0.59755,  -0.53845,  -0.31528,  -0.81592,  -0.71892,   0.36300,   0.84281,  -0.40082,  -0.22267,   0.21806,  -0.21061,  -0.72495,  -0.38701,  -0.34748,  -0.28514,  -0.37341,  -0.45937,  -0.53618,  -0.21588,   0.09877,  -0.57586,   0.78886,   0.03875,  -0.09341,  -0.48265,  -0.54783,  -0.42657,   0.73469,  -0.21038,  -0.60782,  -0.34433,   0.26576,  -0.12840,  -0.63881,  -0.85457,   0.39275,   0.35184,   0.28132,   0.79968,  -0.29658,  -0.36866,   0.44457,   0.86097,  -0.49190,  -0.41381,  -0.63108,  -0.67377,   0.64580,   0.61846,   0.66399,   0.68926,  -0.38039,   0.09856,  -0.43842,  -0.32582,  -0.39020,  -0.34021
  -0.60362,  -0.25178,  -0.14654,  -0.36454,  -0.32212,  -0.43995,   0.86876,  -0.55870,   0.70850,  -0.11230,   0.93542,   0.50479,  -0.61867,   0.71537,   0.76647,  -0.46818,   0.50676,   0.91471,  -0.43988,  -0.03335,   0.76436,   0.84593,  -0.46028,   0.93561,  -0.28329,  -0.54741,  -0.24217,  -0.05108,   0.87312,  -0.66114,   0.18018,   0.45778,  -0.19260,  -0.46136,  -0.46400,  -0.33006,  -0.32805,   0.88596,  -0.12045,  -0.64966,   0.06388,  -0.66296,  -0.12364,  -0.08634,   0.30968,  -0.15092,  -0.47105,   0.51893,  -0.49093,  -0.12370,   0.40926,  -0.17355,  -0.23090,   0.67469,  -0.39607,  -0.35962,  -0.15629,  -0.55552,   0.80593,  -0.61762,  -0.63405,   0.17102,   0.61282,   0.89612,  -0.39639,   0.79937,   0.84032,  -0.65358,  -0.32175,  -0.47699,   0.57859,   0.01055,  -0.40590,  -0.34333,  -0.28096,  -0.20011,  -0.55962,   0.65999,  -0.21281,  -0.24042,   0.75771,  -0.34546,   0.71621,  -0.34950,   0.73343,  -0.52124,   0.38624,  -0.20173,  -0.55402,   0.49309,   0.30267,   0.57756,   0.57619,  -0.00117,  -0.44241,   0.00090,  -0.13999,  -0.33528,  -0.15814,   0.31886,   0.39192,  -0.00162,  -0.57270,  -0.03935,  -0.69364,  -0.65406,   0.41983,  -0.11204,  -0.42240,   0.01567,  -0.36113,  -0.50266,  -0.31247,  -0.40876,  -0.64402,  -0.04334,  -0.24272,  -0.64064,   0.06005,  -0.30054,   0.30692,  -0.48665,  -0.28855,   0.68610,  -0.58004,   0.22201,   0.53130,  -0.42042
  -0.37357,  -0.27333,  -0.27533,  -0.04811,   0.32505,  -0.02896,   0.52134,  -0.46168,   0.23421,   0.70394,   0.16783,  -0.44014,   0.05400,   0.68519,   0.80504,  -0.27476,  -0.02990,  -0.08094,  -0.58279,  -0.28570,   0.69454,   0.35678,   0.13850,  -0.32905,  -0.27867,  -0.43367,  -0.15266,   0.19391,  -0.24522,  -0.59143,  -0.34445,   0.40993,   0.18788,   0.11875,   0.13110,  -0.09996,  -0.31001,  -0.13259,  -0.34971,  -0.62751,   0.33506,  -0.78678,  -0.17550,  -0.30100,  -0.34608,  -0.39072,  -0.73896,   0.34945,  -0.42638,  -0.47159,   0.60906,  -0.09580,   0.87998,  -0.55338,   0.32346,  -0.17560,   0.36677,   0.73800,  -0.54305,   0.78911,   0.14471,  -0.08961,   0.71056,   0.28477,   0.51012,   0.14622,   0.76369,  -0.73053,  -0.58724,  -0.00673,  -0.52825,  -0.11741,  -0.48158,  -0.43684,   0.61446,   0.31916,   0.06378,  -0.15346,  -0.42606,   0.28578,  -0.26309,   0.42044,   0.56207,  -0.33602,   0.02029,  -0.15720,   0.37672,   0.76777,   0.56688,  -0.24725,  -0.16391,  -0.57439,   0.14898,  -0.39068,   0.31640,  -0.11857,  -0.37947,  -0.35692,   0.44300,   0.16270,  -0.55340,  -0.01389,  -0.03073,   0.01001,  -0.25179,  -0.04539,  -0.52926,  -0.56427,  -0.56199,  -0.31660,   0.44627,  -0.74637,  -0.19445,  -0.29234,  -0.28026,  -0.00976,  -0.21763,   0.54177,  -0.70086,  -0.62436,  -0.41252,   0.30454,  -0.23138,  -0.23296,  -0.47333,  -0.30375,   0.35806,   0.38746
